cgpa,internships,projects,aptitude_score,communication_score,active_backlogs,dept,skill_level,placement_status
6.44,3,9,64,7,2,CSE,Medium,1
9.23,1,0,95,9,1,EEE,Medium,1
9.89,1,4,75,3,0,CSE,Medium,1
5.04,4,7,62,2,1,CSE,Low,1
9.77,1,9,72,3,3,CSE,High,1
6.79,2,6,90,6,3,ECE,Medium,1
7.44,4,6,74,8,3,ECE,Low,1
9.62,4,8,58,8,4,EEE,Medium,1
8.88,1,5,96,9,3,EEE,Low,1
6.22,0,0,82,9,4,EEE,High,0
5.48,0,2,89,6,1,MECH,Medium,1
9.21,2,1,68,4,4,ECE,High,1
8.74,4,5,47,2,2,ECE,Low,1
9.29,1,6,79,1,1,CSE,Medium,1
6.92,2,5,55,8,2,ECE,High,1
7.46,2,3,62,8,4,EEE,High,1
7.33,1,6,51,2,4,EEE,Medium,0
6.57,1,3,82,5,0,MECH,Low,1
6.68,3,5,55,5,2,CSE,Medium,1
8.59,1,8,81,2,0,CSE,Medium,1
8.77,4,3,89,4,1,CSE,Low,1
9.32,1,4,57,9,0,CSE,High,1
9.22,0,9,69,9,1,CSE,High,1
8.77,4,0,78,3,0,CSE,Medium,1
6.66,2,7,78,1,2,ECE,Low,1
8.55,1,8,87,9,4,CSE,Medium,1
9.86,0,9,44,8,0,ECE,Medium,1
9.58,0,0,89,1,0,CSE,Low,1
9.86,3,7,79,3,1,CSE,High,1
5.18,1,7,92,6,4,CSE,Low,0
8.06,3,8,41,4,3,EEE,High,1
6.08,2,1,69,5,4,CSE,Medium,0
6.23,2,0,84,8,2,CSE,High,1
9.22,0,9,56,1,0,ECE,High,1
8.75,0,2,57,3,4,ECE,Medium,0
6.64,1,0,52,8,1,CSE,High,1
7.6,0,6,86,9,2,ECE,Low,1
5.94,3,7,52,1,3,CSE,Low,1
5.02,2,0,64,6,1,CSE,Medium,1
9.5,0,4,50,5,4,CSE,Medium,0
8.55,0,3,52,1,2,MECH,Medium,1
7.64,3,4,78,4,3,CSE,Low,1
5.27,0,8,49,3,3,ECE,Low,0
7.1,4,6,63,5,1,CSE,High,1
6.9,3,3,76,3,3,CSE,Low,1
5.86,1,1,53,3,2,CSE,Low,0
5.78,0,2,43,4,1,CSE,High,1
5.87,2,3,94,7,3,EEE,High,1
7.98,0,4,58,9,0,CSE,Medium,1
5.62,3,8,93,9,3,MECH,Medium,1
6.19,4,2,75,4,3,MECH,Low,1
9.73,3,3,89,5,3,EEE,Low,1
6.1,4,5,82,7,4,CSE,Medium,1
8.82,2,3,51,6,4,CSE,Low,1
7.99,0,0,43,3,1,CSE,Medium,1
7.07,1,9,58,1,4,CSE,Medium,0
7.98,0,4,41,1,0,CSE,Medium,1
5.67,0,2,92,4,4,MECH,High,0
7.42,0,1,95,2,2,EEE,High,1
9.86,0,8,97,3,0,MECH,Low,1
7.14,4,9,47,4,2,CSE,Low,1
6.21,3,8,91,5,3,CSE,Low,1
9.64,0,7,74,4,4,EEE,Medium,1
8.05,4,4,79,2,4,EEE,High,1
8.64,2,7,48,2,4,EEE,High,1
7.72,3,9,58,3,1,ECE,High,1
5.06,4,5,40,3,2,CSE,High,1
8.78,0,6,88,7,1,CSE,Medium,1
9.89,1,9,62,2,2,CSE,Medium,1
8.58,1,5,61,3,2,CSE,Low,1
9.04,1,3,69,1,2,MECH,Medium,1
9.26,4,8,89,9,0,MECH,Medium,1
10.0,4,3,99,1,1,CSE,High,1
6.44,1,4,84,4,3,MECH,Low,0
7.25,2,4,72,2,4,ECE,High,1
7.71,2,6,47,4,3,CSE,Low,1
5.76,4,4,85,9,0,MECH,High,1
7.4,2,0,48,8,2,EEE,Low,1
6.38,3,7,85,6,3,ECE,Low,1
9.18,0,9,55,1,4,EEE,Low,0
6.74,4,4,79,4,3,ECE,High,1
5.41,1,8,51,8,3,CSE,Medium,1
5.05,4,8,44,6,1,ECE,High,1
9.3,2,8,66,9,4,EEE,High,1
9.29,1,9,81,1,0,CSE,Low,1
9.67,1,3,51,5,1,EEE,Medium,1
5.36,4,5,61,6,0,ECE,Medium,1
6.97,0,4,91,6,2,EEE,Low,1
7.14,2,3,77,3,2,ECE,High,1
9.3,4,1,51,1,0,ECE,Low,1
6.31,3,0,57,6,0,EEE,High,1
6.51,0,5,55,1,2,CSE,Medium,0
8.66,4,2,47,6,0,ECE,Medium,1
5.9,1,6,94,8,4,EEE,Medium,0
8.18,3,4,43,3,2,CSE,Medium,1
8.71,3,7,83,1,0,MECH,High,1
5.9,3,9,97,7,1,EEE,Low,1
6.11,4,5,65,1,1,CSE,Low,1
8.5,4,8,80,1,1,EEE,Medium,1
8.97,1,1,50,4,0,ECE,Medium,1
9.77,1,2,44,2,3,ECE,Medium,1
6.54,1,6,72,1,4,CSE,High,0
7.74,4,1,59,3,1,CSE,Medium,1
5.73,4,3,72,3,2,ECE,Low,1
7.18,0,9,60,9,3,EEE,High,1
6.31,1,1,88,3,2,ECE,Low,1
6.74,0,2,64,1,2,ECE,Medium,0
9.02,4,1,51,6,2,ECE,High,1
9.02,4,9,74,8,1,CSE,Medium,1
8.52,2,5,69,1,4,CSE,Low,1
5.62,2,1,77,7,4,MECH,Low,0
6.42,4,5,75,6,2,EEE,High,1
9.7,0,0,52,8,4,CSE,Medium,0
7.26,3,2,65,5,0,CSE,Medium,1
8.11,3,5,48,1,3,MECH,Low,1
5.09,0,7,59,5,3,CSE,Low,0
7.59,2,9,73,3,0,EEE,High,1
8.45,2,4,45,8,2,EEE,High,1
5.29,2,1,57,3,4,CSE,High,0
5.58,4,3,56,1,4,CSE,Medium,1
6.84,1,0,70,1,2,ECE,High,1
9.72,3,3,95,4,2,CSE,High,1
6.24,1,8,96,6,2,CSE,Low,1
5.11,1,4,44,6,2,CSE,Medium,0
9.05,2,9,54,5,2,EEE,High,1
9.25,4,2,53,7,3,EEE,Medium,1
7.68,0,8,80,1,2,MECH,Low,1
9.47,3,1,40,3,0,MECH,High,1
5.9,0,2,45,7,2,MECH,Medium,0
6.37,2,2,72,4,1,CSE,High,1
5.1,1,8,68,8,3,EEE,Low,0
7.92,3,2,45,6,2,CSE,Low,1
9.44,1,9,54,5,2,CSE,Medium,1
8.03,3,8,98,5,3,ECE,Low,1
5.4,3,7,52,4,0,CSE,Medium,1
8.47,1,3,85,5,1,MECH,High,1
8.38,0,9,79,1,1,CSE,Medium,1
5.83,4,3,55,8,1,CSE,Medium,1
9.14,2,1,51,6,4,EEE,High,1
9.56,0,4,54,3,2,ECE,Medium,1
6.96,4,0,65,2,2,ECE,High,1
6.54,0,2,70,4,1,ECE,Low,1
7.87,1,3,71,6,1,CSE,Medium,1
9.86,2,1,99,8,3,EEE,Low,1
8.62,3,6,92,9,1,CSE,Medium,1
8.95,2,8,65,7,4,CSE,Medium,1
8.84,1,0,44,6,4,EEE,Medium,0
9.78,0,6,81,3,4,CSE,High,1
9.08,3,8,57,7,2,CSE,Medium,1
6.34,0,1,74,9,1,ECE,Medium,1
6.16,2,6,94,1,4,ECE,Low,0
6.21,4,5,48,5,3,EEE,High,1
6.06,2,4,45,2,2,EEE,Medium,1
6.04,3,1,72,1,0,CSE,High,1
9.67,2,1,74,1,4,CSE,Medium,1
9.76,2,8,41,5,1,MECH,Medium,1
5.45,1,6,75,3,2,CSE,High,1
5.32,4,4,67,8,0,ECE,High,1
9.29,3,6,69,4,4,ECE,Low,1
7.82,2,5,51,5,4,EEE,Medium,1
6.06,1,4,40,5,4,ECE,Low,0
7.31,4,2,43,9,3,CSE,High,1
5.37,0,7,93,1,3,CSE,Low,0
9.91,3,8,54,8,4,MECH,High,1
5.7,4,7,81,3,2,ECE,Medium,1
9.03,3,2,65,7,3,MECH,High,1
9.79,4,3,68,6,1,EEE,High,1
8.56,2,3,40,5,4,CSE,Medium,1
5.44,3,0,43,4,3,MECH,High,1
7.95,0,5,80,7,3,ECE,High,1
5.65,0,1,51,9,1,ECE,Medium,1
9.33,1,7,44,5,0,CSE,High,1
8.36,0,9,46,7,3,CSE,High,1
9.71,0,2,53,4,1,CSE,Low,1
5.73,0,2,81,5,2,ECE,High,0
7.27,0,7,82,8,1,ECE,Low,1
7.72,3,3,71,8,2,CSE,Medium,1
5.54,0,4,83,5,2,CSE,High,1
8.38,0,4,49,9,2,ECE,Medium,1
7.83,1,4,85,2,2,ECE,High,1
6.74,2,6,46,7,2,CSE,Low,1
7.06,3,4,87,4,0,EEE,Low,1
8.98,4,2,65,9,1,CSE,Medium,1
6.78,2,4,79,2,3,ECE,Medium,1
9.86,0,1,59,4,4,CSE,Medium,0
9.59,2,4,90,5,1,CSE,High,1
5.39,4,0,86,2,4,ECE,Medium,1
9.26,1,9,81,8,1,MECH,High,1
8.37,4,3,70,6,0,CSE,Low,1
5.28,4,7,59,8,2,CSE,High,1
9.78,0,3,46,8,2,CSE,High,1
9.17,4,8,87,5,1,EEE,Medium,1
9.16,1,8,66,5,2,CSE,Medium,1
9.58,1,3,44,1,3,CSE,High,1
9.61,4,2,60,7,2,CSE,Medium,1
6.1,3,5,42,7,1,EEE,High,1
9.69,0,3,87,6,0,MECH,High,1
5.24,0,5,73,1,2,CSE,Medium,0
9.41,1,4,54,8,0,ECE,Medium,1
7.28,3,3,64,1,3,CSE,Medium,1
9.16,0,2,67,8,1,MECH,Medium,1
6.37,2,8,76,7,1,MECH,High,1
8.77,4,5,77,9,1,CSE,Medium,1
9.02,3,2,48,5,0,CSE,Medium,1
5.4,2,5,52,7,0,CSE,Medium,1
9.57,4,7,65,2,1,CSE,Medium,1
9.09,3,0,86,9,0,ECE,Low,1
7.98,0,2,78,7,4,CSE,High,0
8.54,0,0,74,1,2,CSE,Medium,1
6.73,1,3,45,2,4,ECE,High,0
7.35,3,8,83,9,2,EEE,Medium,1
5.74,4,3,74,2,2,EEE,Low,1
7.5,4,9,59,4,3,CSE,Medium,1
8.91,3,8,98,7,0,EEE,High,1
7.79,1,4,52,3,2,CSE,Medium,1
5.67,0,8,82,5,2,CSE,High,1
9.15,2,8,51,8,4,ECE,High,1
8.69,4,2,96,8,3,CSE,Medium,1
5.19,2,6,44,9,2,EEE,Medium,1
9.02,1,8,44,8,1,EEE,Low,1
9.33,1,7,71,3,2,ECE,High,1
7.56,1,8,90,1,2,EEE,Medium,1
6.89,0,1,99,8,0,EEE,Low,1
5.42,1,6,79,1,4,MECH,Medium,0
9.14,0,5,58,4,2,CSE,Low,1
5.02,3,6,77,3,2,ECE,Medium,1
6.72,0,3,78,3,1,CSE,Medium,1
6.64,3,0,99,1,0,CSE,Low,1
9.56,4,8,56,6,1,ECE,Medium,1
7.25,4,7,96,3,4,EEE,Low,1
9.44,3,0,74,2,2,CSE,Medium,1
5.45,0,5,65,7,0,EEE,Medium,1
9.23,2,2,61,6,2,ECE,Medium,1
8.06,3,0,72,7,3,CSE,Low,1
7.69,3,9,82,9,2,CSE,High,1
6.53,1,3,65,3,0,ECE,Medium,1
7.45,0,1,80,2,4,CSE,Medium,0
6.37,4,9,84,3,1,ECE,Medium,1
7.28,0,0,50,9,3,ECE,Medium,0
8.84,2,1,83,2,0,ECE,Medium,1
8.13,2,3,59,6,0,EEE,High,1
8.4,3,7,52,3,2,EEE,Medium,1
9.46,0,5,91,9,4,MECH,High,1
5.26,2,8,79,4,1,EEE,Low,1
5.99,2,3,67,6,2,CSE,Medium,1
8.62,0,7,72,1,0,CSE,Low,1
7.04,4,0,76,5,2,CSE,Medium,1
8.25,0,4,54,9,3,ECE,High,1
9.49,0,1,61,9,1,EEE,High,1
8.68,2,6,93,3,1,MECH,Low,1
9.67,2,7,83,7,0,CSE,High,1
5.76,1,3,54,6,3,CSE,Medium,0
8.78,0,6,86,7,2,EEE,High,1
8.51,4,6,62,8,2,ECE,Low,1
5.04,4,7,41,5,2,CSE,Medium,1
5.21,2,3,40,1,4,CSE,Medium,0
5.17,2,6,73,7,0,ECE,High,1
7.64,4,1,54,6,1,EEE,High,1
8.88,1,1,98,2,0,MECH,High,1
7.03,3,8,85,1,3,CSE,High,1
5.02,0,4,63,8,3,CSE,Medium,0
5.87,4,0,99,7,4,CSE,Low,1
9.74,3,0,99,6,1,ECE,High,1
6.22,1,3,55,1,0,ECE,Medium,1
9.27,1,1,49,5,0,CSE,Medium,1
6.85,3,4,51,2,3,CSE,Medium,1
7.61,3,3,77,9,3,ECE,Medium,1
7.45,3,6,96,5,4,EEE,Low,1
5.67,2,6,41,1,2,CSE,Low,1
6.83,0,8,78,6,3,MECH,Medium,0
10.0,1,6,43,4,0,CSE,High,1
7.82,3,8,74,9,2,CSE,Medium,1
7.33,2,3,62,3,4,ECE,Medium,0
7.75,4,2,47,3,3,CSE,Low,1
6.32,1,5,83,7,4,CSE,Low,0
7.83,2,1,46,2,0,CSE,Medium,1
8.64,2,1,48,3,3,MECH,Medium,1
5.53,3,4,40,9,4,ECE,High,1
6.39,2,0,60,8,4,MECH,Low,0
6.04,0,3,49,5,2,ECE,Low,0
8.72,0,6,53,8,3,CSE,Medium,1
9.68,4,0,50,6,4,MECH,Low,1
7.12,3,9,59,3,1,EEE,Low,1
8.17,1,7,55,5,4,MECH,Medium,1
5.16,3,8,55,6,1,ECE,Low,1
5.66,2,4,91,1,4,CSE,Medium,0
6.92,3,2,45,4,1,CSE,Medium,1
8.32,4,4,98,4,0,CSE,High,1
8.2,0,7,52,8,4,ECE,Low,0
5.96,4,6,41,5,2,EEE,Medium,1
5.66,2,7,78,8,3,EEE,High,1
9.69,4,7,70,4,2,ECE,Low,1
6.78,1,2,53,3,1,MECH,Medium,1
7.3,4,7,83,2,1,ECE,High,1
5.48,1,8,76,4,4,EEE,Low,0
9.55,4,9,94,2,2,MECH,Low,1
8.34,2,2,48,1,4,CSE,High,1
7.55,0,7,85,6,0,MECH,High,1
7.16,1,8,77,9,3,CSE,High,1
5.26,3,7,89,3,4,CSE,Low,1
6.07,3,0,89,8,2,CSE,Medium,1
9.28,1,9,66,8,0,CSE,Low,1
8.11,3,0,62,6,2,EEE,Medium,1
5.97,3,0,64,3,1,CSE,High,1
5.95,4,9,93,2,3,MECH,High,1
6.75,4,9,90,2,3,ECE,High,1
8.08,0,3,97,8,0,MECH,High,1
7.71,1,9,78,6,2,CSE,High,1
7.64,4,9,57,7,4,EEE,Medium,1
9.34,0,2,88,2,2,EEE,Medium,1
9.31,1,5,65,4,0,CSE,Medium,1
9.23,1,9,55,8,2,CSE,High,1
8.51,1,4,46,7,0,CSE,Low,1
6.96,0,0,91,3,2,ECE,High,1
6.35,2,6,77,2,0,CSE,Low,1
9.78,2,9,81,4,3,ECE,Low,1
5.23,3,7,87,1,1,CSE,Low,1
8.09,1,5,85,6,4,CSE,High,1
9.23,3,0,51,6,1,CSE,High,1
6.36,3,9,80,3,4,CSE,Low,1
9.89,2,9,44,9,0,EEE,High,1
9.43,3,3,90,5,4,CSE,Medium,1
6.0,3,2,70,5,2,CSE,Medium,1
6.35,4,6,41,3,0,EEE,Medium,1
9.49,1,6,94,6,3,CSE,High,1
5.55,0,2,41,1,4,CSE,Medium,0
5.94,0,7,47,6,3,EEE,Medium,0
8.04,4,4,47,5,4,EEE,Medium,1
5.74,0,7,73,8,2,CSE,Low,1
7.86,3,7,85,3,0,MECH,Low,1
7.88,3,3,69,4,4,EEE,High,1
7.98,2,3,73,4,2,CSE,High,1
6.25,3,1,90,7,2,EEE,Low,1
9.11,2,2,47,6,0,CSE,Medium,1
9.85,3,8,96,4,2,EEE,Low,1
6.39,3,3,63,5,0,ECE,Medium,1
9.33,3,6,93,9,2,ECE,Medium,1
6.47,2,9,98,6,2,MECH,Medium,1
6.74,3,7,86,2,4,ECE,Low,1
8.93,2,8,46,6,1,EEE,Medium,1
5.69,4,2,50,8,4,CSE,Medium,1
5.31,4,5,57,7,0,CSE,Medium,1
6.93,2,2,72,8,1,EEE,Low,1
5.65,1,9,45,8,1,ECE,Medium,1
5.4,3,3,58,2,2,CSE,High,1
7.94,3,0,98,1,1,MECH,High,1
5.92,2,1,59,1,3,EEE,Medium,0
6.5,0,9,77,7,3,CSE,High,1
8.65,2,6,99,6,4,MECH,Low,1
5.46,1,3,73,5,0,CSE,Low,1
9.97,4,7,86,4,3,CSE,Low,1
6.54,4,2,64,9,3,ECE,Low,1
7.73,4,4,65,9,3,CSE,High,1
8.96,4,2,58,9,3,CSE,Low,1
6.19,2,3,48,4,3,CSE,High,1
6.71,1,2,95,6,1,CSE,Low,1
6.03,4,9,70,2,2,CSE,Medium,1
6.89,0,5,75,7,1,CSE,Low,1
8.67,4,1,84,9,4,EEE,High,1
8.57,2,1,75,7,2,CSE,Medium,1
5.91,2,4,97,3,4,EEE,Medium,0
7.38,3,6,61,8,3,ECE,High,1
8.44,4,3,58,6,0,CSE,Medium,1
8.69,2,9,46,5,2,CSE,Low,1
8.18,0,1,43,4,4,ECE,Medium,0
5.97,3,2,65,2,3,CSE,Medium,1
9.34,0,1,75,3,2,CSE,Low,1
6.44,3,5,84,1,2,EEE,Medium,1
6.85,3,6,96,2,3,EEE,Medium,1
7.79,1,2,68,4,3,ECE,Medium,1
9.3,0,3,82,8,0,ECE,High,1
8.25,2,4,83,5,2,CSE,Low,1
8.51,1,7,78,1,1,EEE,High,1
6.08,0,3,79,6,3,ECE,Medium,0
6.76,1,0,95,3,0,EEE,High,1
5.68,0,8,73,7,4,EEE,High,0
8.68,4,4,73,9,2,CSE,Low,1
9.74,0,4,62,1,3,CSE,Low,1
8.67,1,9,94,6,0,CSE,Medium,1
5.62,0,7,83,9,1,ECE,Medium,1
8.47,4,4,66,8,2,CSE,Medium,1
7.17,3,4,85,9,2,CSE,Low,1
5.46,3,3,59,2,1,EEE,Medium,1
10.0,4,6,47,9,0,EEE,Low,1
8.62,2,2,50,2,2,ECE,Medium,1
8.11,4,7,86,5,1,CSE,Low,1
9.37,2,1,55,4,0,MECH,High,1
6.63,4,7,88,4,3,MECH,Low,1
8.33,1,3,91,4,1,MECH,Low,1
7.34,4,0,56,4,1,CSE,Medium,1
5.62,0,8,86,3,1,EEE,Medium,1
7.71,2,8,87,9,1,EEE,High,1
8.16,1,4,91,3,0,CSE,Low,1
7.37,3,7,77,5,2,ECE,High,1
5.63,1,8,85,6,2,EEE,High,1
5.38,1,5,93,8,0,CSE,Low,1
8.32,2,9,94,8,0,CSE,Medium,1
9.19,0,6,85,7,0,CSE,Medium,1
9.62,1,0,52,4,0,EEE,Low,1
6.94,4,1,58,6,3,CSE,High,1
9.69,4,1,46,4,4,CSE,Low,1
9.1,3,4,97,6,3,CSE,Low,1
7.12,2,8,94,6,4,MECH,Low,1
7.03,4,0,68,1,1,EEE,High,1
6.67,2,8,70,7,2,CSE,Medium,1
5.35,1,7,63,7,2,EEE,High,1
5.05,0,9,97,6,0,CSE,Low,1
6.23,4,2,99,7,4,CSE,Low,1
6.27,0,9,91,8,0,ECE,High,1
8.65,2,2,99,9,1,ECE,Medium,1
5.79,0,7,40,8,4,MECH,Medium,0
8.46,0,0,64,8,2,ECE,Medium,1
8.65,1,3,52,8,4,ECE,Medium,1
7.3,3,5,73,7,1,CSE,Medium,1
5.59,0,2,87,3,1,ECE,High,1
8.6,2,7,99,9,4,ECE,High,1
9.57,0,0,91,2,2,MECH,Medium,1
6.83,3,6,94,1,1,CSE,Medium,1
8.79,4,3,60,7,3,ECE,Medium,1
8.71,1,8,71,4,2,MECH,Medium,1
5.27,4,5,78,2,4,CSE,Medium,1
5.28,1,3,57,5,3,ECE,Medium,0
8.38,1,8,51,1,1,ECE,Medium,1
9.15,1,0,86,2,1,ECE,High,1
9.6,2,5,72,9,1,ECE,Low,1
5.71,3,2,75,7,4,EEE,Medium,1
7.92,0,3,98,1,2,EEE,Low,1
6.41,3,3,48,6,3,CSE,High,1
6.11,4,0,47,4,4,EEE,Medium,1
8.69,0,8,42,3,0,CSE,High,1
7.07,2,1,61,8,0,EEE,Medium,1
7.19,0,8,40,1,0,CSE,Low,1
9.22,4,2,69,1,3,ECE,High,1
6.19,2,6,43,6,4,CSE,Low,0
7.64,0,9,73,7,4,EEE,High,1
9.14,4,1,51,9,4,ECE,Low,1
5.66,3,8,61,8,0,CSE,Low,1
7.98,4,6,64,8,4,ECE,High,1
9.19,0,1,58,9,4,ECE,High,0
8.82,3,2,97,7,3,ECE,Low,1
9.42,3,9,53,6,0,CSE,Medium,1
5.16,2,4,62,1,2,EEE,Low,1
8.46,0,1,55,7,1,EEE,Medium,1
6.02,4,8,46,1,2,CSE,Medium,1
7.79,0,1,94,9,1,MECH,Medium,1
8.87,4,9,76,1,1,EEE,High,1
7.1,3,9,52,8,1,EEE,Medium,1
8.52,0,1,63,9,2,EEE,Medium,1
9.2,3,5,83,6,2,MECH,Medium,1
9.73,1,9,57,8,4,MECH,Medium,1
7.73,0,7,53,3,1,EEE,Medium,1
6.58,2,0,60,1,1,CSE,High,1
6.95,1,6,55,8,0,CSE,Low,1
9.33,4,4,55,6,4,CSE,High,1
6.2,1,1,97,6,0,MECH,Low,1
9.42,3,0,89,9,3,CSE,Medium,1
5.29,0,1,86,7,4,EEE,High,0
9.86,2,3,53,9,2,EEE,Low,1
5.6,4,5,66,2,0,CSE,High,1
9.42,1,3,67,6,4,ECE,Low,1
7.7,3,2,45,8,2,ECE,Medium,1
7.81,2,9,65,8,2,CSE,High,1
9.9,3,7,67,4,0,MECH,Medium,1
9.76,4,9,96,3,2,CSE,Low,1
8.99,2,9,88,1,0,CSE,Medium,1
8.26,3,6,73,5,0,EEE,High,1
8.39,3,9,47,8,1,MECH,High,1
5.67,3,3,70,6,3,MECH,Low,1
7.34,4,8,95,8,4,ECE,Low,1
7.15,3,0,76,3,1,CSE,High,1
5.51,2,9,46,9,0,CSE,Medium,1
5.06,4,8,46,4,3,ECE,Medium,1
5.08,2,6,75,8,1,MECH,Medium,1
8.69,2,8,92,8,2,ECE,Medium,1
7.24,1,2,63,2,4,CSE,Medium,0
7.45,3,9,66,5,0,ECE,High,1
6.27,2,8,56,6,2,ECE,Low,1
7.7,1,4,99,7,0,EEE,Medium,1
5.64,0,0,65,9,2,ECE,High,0
5.82,0,3,72,1,1,MECH,Medium,0
9.09,0,0,72,8,4,CSE,Medium,0
5.14,1,0,75,3,2,CSE,Medium,0
9.58,3,6,94,7,4,ECE,High,1
6.69,4,1,52,2,3,CSE,High,1
9.66,2,3,48,8,0,EEE,Low,1
5.32,0,0,78,9,4,ECE,Low,0
6.56,2,2,66,9,2,CSE,Medium,1
7.97,3,5,58,6,3,ECE,High,1
9.69,4,2,77,4,2,ECE,Low,1
5.45,3,9,42,4,1,ECE,Medium,1
9.05,1,7,49,4,0,EEE,Medium,1
8.07,2,2,41,1,0,MECH,High,1
8.2,3,0,62,3,3,CSE,Medium,1
9.96,4,1,93,7,2,CSE,Medium,1
6.61,3,5,41,7,4,MECH,Low,1
6.8,4,4,60,9,2,CSE,High,1
7.68,1,0,64,1,3,CSE,Medium,0
8.13,2,3,87,3,1,CSE,Low,1
6.56,3,5,76,5,2,EEE,High,1
8.53,4,0,55,1,3,MECH,Medium,1
5.41,2,7,91,6,3,MECH,Low,1
5.97,3,3,48,3,0,CSE,Low,1
5.07,4,1,55,5,3,ECE,Low,1
8.75,0,4,98,3,1,CSE,Low,1
9.74,2,0,82,5,2,CSE,Low,1
8.84,2,7,47,2,3,MECH,Medium,1
5.86,3,4,87,7,3,EEE,Medium,1
6.42,2,6,71,6,0,EEE,High,1
8.36,4,0,77,3,3,MECH,Low,1
6.55,3,7,56,4,0,EEE,Medium,1
7.03,1,4,59,2,1,CSE,Medium,1
6.28,1,4,87,5,0,CSE,High,1
7.67,1,2,50,8,2,CSE,Medium,1
9.35,0,3,59,8,3,CSE,High,1
6.2,4,8,44,9,2,CSE,High,1
7.65,4,7,91,3,3,CSE,High,1
8.33,4,9,92,7,0,ECE,Low,1
5.03,2,9,85,2,1,CSE,Medium,1
6.26,0,3,58,1,2,EEE,Medium,0
7.84,3,6,77,4,1,CSE,Medium,1
9.13,4,4,47,7,0,EEE,Low,1
6.14,3,1,81,9,4,EEE,Low,1
9.49,2,1,87,7,2,MECH,Medium,1
9.12,0,6,54,8,1,CSE,High,1
6.97,4,0,79,5,1,CSE,Low,1
9.07,0,1,42,8,0,ECE,Medium,1
9.25,0,9,83,9,0,ECE,Medium,1
6.41,1,4,94,6,3,EEE,High,1
5.58,0,6,40,3,0,CSE,Low,1
5.5,3,7,59,1,3,MECH,High,1
9.4,2,9,91,1,2,ECE,High,1
7.47,3,7,43,8,4,ECE,High,1
8.36,2,2,68,5,4,CSE,Low,1
6.95,4,9,79,3,2,EEE,High,1
8.9,3,3,52,3,1,EEE,Medium,1
9.12,1,1,72,3,4,ECE,Medium,1
9.46,2,5,91,5,0,MECH,Low,1
8.21,0,8,43,3,0,ECE,Low,1
9.46,3,9,85,2,1,ECE,Medium,1
9.33,4,5,56,1,0,CSE,Low,1
6.36,2,1,76,7,2,EEE,Medium,1
7.94,1,1,73,3,0,EEE,Medium,1
6.31,1,2,55,6,1,ECE,Low,1
8.19,4,6,49,1,3,CSE,High,1
9.49,1,0,86,2,3,ECE,High,1
7.42,3,4,76,8,4,CSE,High,1
9.12,4,5,84,8,3,CSE,Medium,1
5.09,3,7,61,9,2,ECE,Low,1
9.34,4,6,67,2,3,CSE,High,1
9.72,0,4,82,9,1,CSE,High,1
6.57,3,4,67,2,0,MECH,High,1
8.55,1,2,41,5,1,CSE,High,1
9.1,1,9,66,6,1,EEE,High,1
5.62,0,4,91,3,4,MECH,High,0
7.07,3,5,79,1,0,CSE,Low,1
6.03,3,3,67,6,4,CSE,Medium,1
8.73,3,6,62,1,0,ECE,High,1
7.03,2,6,55,3,3,EEE,High,1
5.0,2,0,82,8,4,EEE,High,0
6.31,3,0,83,8,3,CSE,Low,1
6.02,2,9,68,2,1,CSE,Medium,1
5.37,2,0,41,4,2,CSE,Low,0
7.65,4,5,82,2,2,CSE,High,1
6.68,2,5,71,7,2,ECE,Medium,1
6.09,1,3,94,1,3,CSE,Medium,0
9.68,3,6,65,1,0,CSE,Medium,1
6.62,4,7,41,6,0,ECE,High,1
5.64,4,9,55,7,4,CSE,High,1
7.62,3,3,85,4,2,CSE,Low,1
9.46,4,4,57,1,3,ECE,High,1
8.89,0,1,45,5,1,CSE,Medium,1
5.74,0,1,65,5,3,MECH,High,0
6.49,4,7,98,5,2,ECE,Medium,1
6.19,0,6,68,8,0,CSE,Low,1
9.64,4,0,95,6,2,CSE,Medium,1
6.4,2,2,94,7,1,ECE,High,1
5.85,1,6,73,6,4,CSE,Medium,0
7.28,0,8,79,8,4,EEE,Medium,0
8.06,3,7,45,2,3,MECH,Low,1
5.79,2,9,63,5,2,EEE,Medium,1
5.12,0,9,80,9,4,EEE,Medium,0
5.47,1,0,45,3,2,CSE,High,0
8.25,1,2,70,7,2,CSE,Low,1
5.82,3,0,47,9,2,ECE,High,1
6.29,3,6,66,2,3,CSE,Low,1
8.38,0,9,65,4,0,CSE,Medium,1
9.36,4,5,94,2,1,MECH,High,1
9.76,2,9,61,4,2,CSE,Medium,1
6.92,4,4,69,9,3,ECE,Medium,1
6.13,0,3,87,6,4,CSE,Low,0
8.7,0,0,84,5,4,CSE,Low,0
8.56,4,7,71,1,1,EEE,Low,1
9.87,0,6,43,5,1,ECE,High,1
5.49,3,1,63,2,4,CSE,Medium,0
9.39,0,5,40,8,0,CSE,Medium,1
5.88,1,3,66,7,3,MECH,High,0
8.74,1,6,99,3,1,ECE,Low,1
9.98,3,2,65,9,1,EEE,High,1
6.16,1,9,65,5,0,ECE,Medium,1
8.71,4,3,73,1,3,CSE,Low,1
8.87,2,6,63,7,2,ECE,Low,1
6.4,3,6,86,3,0,ECE,High,1
9.61,2,7,83,7,2,CSE,Medium,1
5.35,3,9,61,7,3,ECE,Low,1
